Trial,MSE,MAE,R2,Units,Dropout,Learning_Rate,Weight_Decay,Epochs,Activation,Optimizer,Patience
1,0.4289921820163727,0.5102630853652954,0.6618945598602295,"[24, 16, 16, 8]",0.2,0.001,0.0001,250,relu,adam,15
2,0.2565518617630005,0.38334545493125916,0.7978014945983887,"[24, 16, 16, 8]",0.2,0.001,1e-05,250,relu,adam,15
3,8.138606071472168,2.6793415546417236,-5.4143524169921875,"[24, 16, 16, 8]",0.2,0.0001,0.0001,250,relu,adam,15
4,5.973837375640869,2.243211507797241,-3.7082138061523438,"[24, 16, 16, 8]",0.2,0.0001,1e-05,250,relu,adam,15
5,0.2500637471675873,0.38781601190567017,0.8029149770736694,"[24, 16, 16, 8]",0.3,0.001,0.0001,250,relu,adam,15
6,0.43349942564964294,0.570192813873291,0.6583422422409058,"[24, 16, 16, 8]",0.3,0.001,1e-05,250,relu,adam,15
7,7.085812568664551,2.4564568996429443,-4.5846052169799805,"[24, 16, 16, 8]",0.3,0.0001,0.0001,250,relu,adam,15
8,5.9351043701171875,2.2424280643463135,-3.677687168121338,"[24, 16, 16, 8]",0.3,0.0001,1e-05,250,relu,adam,15
9,0.5320812463760376,0.5841608047485352,0.5806460380554199,"[24, 16, 16, 8]",0.2,0.001,0.0001,250,relu,sgd,15
10,0.6324586272239685,0.6875896453857422,0.5015347003936768,"[24, 16, 16, 8]",0.2,0.001,1e-05,250,relu,sgd,15
11,0.24688974022865295,0.41494932770729065,0.8054165840148926,"[24, 16, 16, 8]",0.2,0.0001,0.0001,250,relu,sgd,15
12,0.5882135033607483,0.6461518406867981,0.5364060401916504,"[24, 16, 16, 8]",0.2,0.0001,1e-05,250,relu,sgd,15
13,0.6485644578933716,0.7212897539138794,0.48884105682373047,"[24, 16, 16, 8]",0.3,0.001,0.0001,250,relu,sgd,15
14,0.8037220239639282,0.7808260321617126,0.3665553331375122,"[24, 16, 16, 8]",0.3,0.001,1e-05,250,relu,sgd,15
15,0.5951880216598511,0.6364659667015076,0.5309091806411743,"[24, 16, 16, 8]",0.3,0.0001,0.0001,250,relu,sgd,15
16,0.5280100703239441,0.5835079550743103,0.5838546752929688,"[24, 16, 16, 8]",0.3,0.0001,1e-05,250,relu,sgd,15
17,0.7751138806343079,0.7741782069206238,0.389102578163147,"[24, 16, 16, 8]",0.2,0.001,0.0001,250,tanh,adam,15
18,0.2945554852485657,0.45027464628219604,0.767849326133728,"[24, 16, 16, 8]",0.2,0.001,1e-05,250,tanh,adam,15
19,5.648362159729004,2.303422689437866,-3.4516944885253906,"[24, 16, 16, 8]",0.2,0.0001,0.0001,250,tanh,adam,15
20,4.118154525756836,1.9133026599884033,-2.245677947998047,"[24, 16, 16, 8]",0.2,0.0001,1e-05,250,tanh,adam,15
21,0.5467285513877869,0.6373729705810547,0.5691019296646118,"[24, 16, 16, 8]",0.3,0.001,0.0001,250,tanh,adam,15
22,0.509965181350708,0.6120826005935669,0.598076581954956,"[24, 16, 16, 8]",0.3,0.001,1e-05,250,tanh,adam,15
23,5.502721309661865,2.2470498085021973,-3.336909294128418,"[24, 16, 16, 8]",0.3,0.0001,0.0001,250,tanh,adam,15
24,5.066296100616455,2.173491954803467,-2.992945432662964,"[24, 16, 16, 8]",0.3,0.0001,1e-05,250,tanh,adam,15
25,0.8208076357841492,0.727390706539154,0.35308951139450073,"[24, 16, 16, 8]",0.2,0.001,0.0001,250,tanh,sgd,15
26,0.618806779384613,0.634663462638855,0.5122942924499512,"[24, 16, 16, 8]",0.2,0.001,1e-05,250,tanh,sgd,15
27,0.4637913107872009,0.5653940439224243,0.6344679594039917,"[24, 16, 16, 8]",0.2,0.0001,0.0001,250,tanh,sgd,15
28,0.5256687998771667,0.6390069723129272,0.5856999158859253,"[24, 16, 16, 8]",0.2,0.0001,1e-05,250,tanh,sgd,15
29,0.9538122415542603,0.8461941480636597,0.248263418674469,"[24, 16, 16, 8]",0.3,0.001,0.0001,250,tanh,sgd,15
30,0.8893688917160034,0.8096628189086914,0.29905372858047485,"[24, 16, 16, 8]",0.3,0.001,1e-05,250,tanh,sgd,15
31,0.35306882858276367,0.500327467918396,0.7217327356338501,"[24, 16, 16, 8]",0.3,0.0001,0.0001,250,tanh,sgd,15
32,0.29994139075279236,0.4550997316837311,0.7636045217514038,"[24, 16, 16, 8]",0.3,0.0001,1e-05,250,tanh,sgd,15
33,0.34776800870895386,0.4377945065498352,0.725910484790802,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,relu,adam,15
34,0.24482478201389313,0.37848612666130066,0.8070440292358398,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,relu,adam,15
35,6.4089131355285645,2.3337998390197754,-4.051114082336426,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,relu,adam,15
36,5.596081733703613,2.175147294998169,-3.410490036010742,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,relu,adam,15
37,0.28002703189849854,0.4691060185432434,0.779299795627594,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,relu,adam,15
38,0.3909207880496979,0.5170277953147888,0.6919001340866089,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,relu,adam,15
39,6.218947887420654,2.322777032852173,-3.901395320892334,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,relu,adam,15
40,6.194324493408203,2.3043463230133057,-3.881988525390625,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,relu,adam,15
41,0.5541917085647583,0.6233110427856445,0.5632199048995972,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,relu,sgd,15
42,0.4976549744606018,0.6084908246994019,0.6077787280082703,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,relu,sgd,15
43,0.4180145263671875,0.47245368361473083,0.6705464720726013,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,relu,sgd,15
44,0.849044144153595,0.6893811821937561,0.330835223197937,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,relu,sgd,15
45,0.7644079923629761,0.7333487272262573,0.39754027128219604,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,relu,sgd,15
46,0.7694171071052551,0.8071333169937134,0.3935924172401428,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,relu,sgd,15
47,0.6004434823989868,0.5770627856254578,0.5267670750617981,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,relu,sgd,15
48,0.4577885568141937,0.5307663083076477,0.6391990184783936,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,relu,sgd,15
49,0.6496151685714722,0.6552498936653137,0.48801296949386597,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,tanh,adam,15
50,0.704855740070343,0.6874564290046692,0.44447576999664307,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,tanh,adam,15
51,6.735224723815918,2.498997211456299,-4.308292865753174,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,tanh,adam,15
52,4.285703659057617,1.9899003505706787,-2.377730131149292,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,tanh,adam,15
53,0.5303433537483215,0.6234660744667053,0.5820157527923584,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,tanh,adam,15
54,0.4537010192871094,0.5910701751708984,0.6424205303192139,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,tanh,adam,15
55,6.859137535095215,2.5451648235321045,-4.405953407287598,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,tanh,adam,15
56,4.2569146156311035,1.9586284160614014,-2.3550400733947754,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,tanh,adam,15
57,0.6741238236427307,0.6986426115036011,0.4686967134475708,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,tanh,sgd,15
58,0.7086907029151917,0.6879947781562805,0.441453218460083,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,tanh,sgd,15
59,0.4478786289691925,0.5321887135505676,0.6470093727111816,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,tanh,sgd,15
60,0.30683985352516174,0.43102291226387024,0.758167564868927,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,tanh,sgd,15
61,0.7169028520584106,0.7290401458740234,0.43498092889785767,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,tanh,sgd,15
62,0.637548565864563,0.6700280904769897,0.49752312898635864,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,tanh,sgd,15
63,0.5694095492362976,0.6519993543624878,0.5512261390686035,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,tanh,sgd,15
64,0.3407321870326996,0.48859164118766785,0.7314556837081909,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,tanh,sgd,15
65,0.32472899556159973,0.45557063817977905,0.7440683841705322,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,relu,adam,15
66,0.40646401047706604,0.5397680997848511,0.6796498894691467,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,relu,adam,15
67,5.4107890129089355,2.080923080444336,-3.264453411102295,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,relu,adam,15
68,8.175248146057129,2.655014753341675,-5.443231582641602,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,relu,adam,15
69,0.5763607621192932,0.6128396987915039,0.5457476377487183,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,relu,adam,15
70,0.3508234918117523,0.44268330931663513,0.7235023379325867,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,relu,adam,15
71,8.229852676391602,2.6866774559020996,-5.486268043518066,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,relu,adam,15
72,7.902557373046875,2.635998010635376,-5.228313446044922,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,relu,adam,15
73,0.67868572473526,0.7052121162414551,0.46510130167007446,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,relu,sgd,15
74,0.576248824596405,0.6703972220420837,0.5458358526229858,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,relu,sgd,15
75,0.6505392789840698,0.6227445602416992,0.48728466033935547,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,relu,sgd,15
76,0.5857154726982117,0.560073971748352,0.5383747816085815,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,relu,sgd,15
77,0.7680884003639221,0.7808524370193481,0.39463961124420166,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,relu,sgd,15
78,0.4669473469257355,0.6047882437705994,0.6319805979728699,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,relu,sgd,15
79,0.6020938754081726,0.6358099579811096,0.5254663228988647,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,relu,sgd,15
80,0.40781310200691223,0.5337482690811157,0.6785866022109985,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,relu,sgd,15
81,0.795694887638092,0.7592936754226685,0.37288182973861694,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,tanh,adam,15
82,0.5921211838722229,0.6376275420188904,0.5333262085914612,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,tanh,adam,15
83,5.429637908935547,2.2365458011627197,-3.2793092727661133,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,tanh,adam,15
84,4.885497093200684,2.1092190742492676,-2.8504505157470703,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,tanh,adam,15
85,0.5230515003204346,0.6182392835617065,0.587762713432312,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,tanh,adam,15
86,0.5508604645729065,0.6173009872436523,0.5658454298973083,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,tanh,adam,15
87,4.907676696777344,2.093134641647339,-2.867931365966797,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,tanh,adam,15
88,7.018202304840088,2.543163537979126,-4.531318664550781,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,tanh,adam,15
89,0.5556700825691223,0.6512066721916199,0.5620547533035278,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,tanh,sgd,15
90,0.920491635799408,0.8248199820518494,0.2745246887207031,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,tanh,sgd,15
91,0.3538614809513092,0.4764952063560486,0.7211079597473145,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,tanh,sgd,15
92,0.43431949615478516,0.5341358780860901,0.6576958894729614,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,tanh,sgd,15
93,0.7672719359397888,0.7461529970169067,0.3952831029891968,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,tanh,sgd,15
94,0.6885223984718323,0.6642680764198303,0.45734864473342896,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,tanh,sgd,15
95,0.42546191811561584,0.5148850083351135,0.6646769046783447,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,tanh,sgd,15
96,0.5141714215278625,0.5855842232704163,0.5947614908218384,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,tanh,sgd,15
97,0.6179487109184265,0.5648031830787659,0.512970507144928,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,relu,adam,15
98,0.3301406502723694,0.4641507565975189,0.7398033142089844,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,relu,adam,15
99,6.4049072265625,2.385469913482666,-4.047956943511963,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,adam,15
100,6.129329681396484,2.268766164779663,-3.830763339996338,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,adam,15
101,0.550021767616272,0.511685311794281,0.5665063858032227,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,relu,adam,15
102,0.4881417453289032,0.4922596514225006,0.6152764558792114,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,relu,adam,15
103,7.0788373947143555,2.490957498550415,-4.579107284545898,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,adam,15
104,5.880946636199951,2.2198402881622314,-3.635003089904785,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,adam,15
105,0.5406026244163513,0.6367262601852417,0.573930025100708,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,relu,sgd,15
106,0.6064165830612183,0.7261838316917419,0.522059440612793,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,relu,sgd,15
107,0.5293610692024231,0.5589867830276489,0.5827898979187012,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,sgd,15
108,0.4449370205402374,0.49850472807884216,0.6493277549743652,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,sgd,15
109,0.8119956254959106,0.7295688986778259,0.3600345849990845,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,relu,sgd,15
110,0.6640216112136841,0.7721229791641235,0.4766587018966675,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,relu,sgd,15
111,0.9421702027320862,0.854655385017395,0.2574389576911926,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,sgd,15
112,0.8530911803245544,0.7671478986740112,0.32764559984207153,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,sgd,15
113,0.6097544431686401,0.6641014814376831,0.5194287896156311,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,tanh,adam,15
114,0.9752231240272522,0.8606763482093811,0.2313886284828186,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,tanh,adam,15
115,4.597071170806885,2.044542074203491,-2.6231307983398438,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,tanh,adam,15
116,5.036450386047363,2.0906577110290527,-2.9694228172302246,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,tanh,adam,15
117,0.6971387267112732,0.7163508534431458,0.4505578279495239,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,tanh,adam,15
118,0.6756057143211365,0.7034816741943359,0.4675288200378418,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,tanh,adam,15
119,6.183243751525879,2.394681692123413,-3.8732552528381348,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,tanh,adam,15
120,5.318142414093018,2.238323211669922,-3.1914353370666504,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,tanh,adam,15
121,0.765567421913147,0.7592328786849976,0.39662647247314453,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,tanh,sgd,15
122,0.7223914265632629,0.7296459078788757,0.43065518140792847,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,tanh,sgd,15
123,0.3489219844341278,0.47653791308403015,0.7250009775161743,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,tanh,sgd,15
124,0.40503552556037903,0.48310279846191406,0.6807757019996643,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,tanh,sgd,15
125,0.7967038154602051,0.8011453747749329,0.37208670377731323,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,tanh,sgd,15
126,0.7693694829940796,0.7401909828186035,0.3936299681663513,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,tanh,sgd,15
127,0.4740794599056244,0.5815024971961975,0.6263594627380371,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,tanh,sgd,15
128,0.3594013750553131,0.48441368341445923,0.7167418003082275,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,tanh,sgd,15
129,0.5184645652770996,0.6433602571487427,0.591377854347229,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,relu,adam,15
130,0.5465164184570312,0.5280714631080627,0.5692691206932068,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,relu,adam,15
131,5.760090351104736,2.2083373069763184,-3.5397515296936035,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,relu,adam,15
132,6.243116855621338,2.3042449951171875,-3.920443534851074,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,relu,adam,15
133,0.5247658491134644,0.5977543592453003,0.5864115953445435,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,relu,adam,15
134,0.3371454179286957,0.48161131143569946,0.7342825531959534,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,relu,adam,15
135,6.797614574432373,2.3946189880371094,-4.357464790344238,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,relu,adam,15
136,7.609752178192139,2.519604206085205,-4.997542381286621,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,relu,adam,15
137,0.8060083389282227,0.7482135891914368,0.3647534251213074,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,relu,sgd,15
138,0.37013503909111023,0.5023193359375,0.7082821130752563,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,relu,sgd,15
139,0.9006081819534302,0.7540974617004395,0.2901955842971802,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,relu,sgd,15
140,0.7013539671897888,0.6214903593063354,0.447235643863678,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,relu,sgd,15
141,0.5916381478309631,0.634178102016449,0.5337069034576416,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,relu,sgd,15
142,0.6446560025215149,0.6800197958946228,0.49192148447036743,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,relu,sgd,15
143,0.9430379867553711,0.7543548941612244,0.256754994392395,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,relu,sgd,15
