Trial,MSE,MAE,R2,Units,Dropout,Learning_Rate,Weight_Decay,Epochs,Activation,Optimizer,Patience
144,0.5549128651618958,0.5981184840202332,0.5626515746116638,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,relu,sgd,15
145,0.6794013381004333,0.6880583167076111,0.4645373225212097,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,tanh,adam,15
146,0.6612216830253601,0.6904321908950806,0.478865385055542,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,tanh,adam,15
147,4.482223033905029,1.9902197122573853,-2.5326147079467773,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,tanh,adam,15
148,5.270346641540527,2.198108673095703,-3.1537656784057617,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,tanh,adam,15
149,0.6137252449989319,0.7008786201477051,0.5162992477416992,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,tanh,adam,15
150,0.5237497091293335,0.6112638115882874,0.5872124433517456,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,tanh,adam,15
151,5.0370917320251465,2.1408026218414307,-2.969928503036499,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,tanh,adam,15
152,6.006371974945068,2.3223681449890137,-3.733856201171875,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,tanh,adam,15
153,0.7006934285163879,0.7278857827186584,0.44775623083114624,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,tanh,sgd,15
154,0.7987567782402039,0.7422409057617188,0.3704686164855957,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,tanh,sgd,15
155,0.5345396995544434,0.6147202253341675,0.5787084102630615,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,tanh,sgd,15
156,0.4723255932331085,0.5647630095481873,0.627741813659668,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,tanh,sgd,15
157,0.6609583497047424,0.676947295665741,0.4790729880332947,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,tanh,sgd,15
158,0.8439992666244507,0.8015507459640503,0.33481132984161377,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,tanh,sgd,15
159,0.36755409836769104,0.5503308176994324,0.7103163003921509,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,tanh,sgd,15
160,0.39423999190330505,0.48311108350753784,0.689284086227417,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,tanh,sgd,15
161,0.5210586786270142,0.5001004338264465,0.5893332958221436,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,relu,adam,15
162,0.5402572751045227,0.587722659111023,0.5742021799087524,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,relu,adam,15
163,5.578699588775635,2.178823947906494,-3.3967905044555664,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,relu,adam,15
164,6.505959987640381,2.3338067531585693,-4.12760066986084,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,relu,adam,15
165,0.47213640809059143,0.601002037525177,0.627890944480896,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,relu,adam,15
166,0.8790854215621948,0.665352463722229,0.30715852975845337,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,relu,adam,15
167,5.67743444442749,2.1394665241241455,-3.474607467651367,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,relu,adam,15
168,5.7925896644592285,2.158517599105835,-3.5653653144836426,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,relu,adam,15
169,0.47628307342529297,0.610783040523529,0.6246227622032166,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,relu,sgd,15
170,0.5702933073043823,0.6764681935310364,0.5505295991897583,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,relu,sgd,15
171,0.3029648959636688,0.47958803176879883,0.7612215280532837,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,relu,sgd,15
172,0.6909995675086975,0.599858820438385,0.45539629459381104,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,relu,sgd,15
173,0.6923158764839172,0.7831727266311646,0.45435887575149536,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,relu,sgd,15
174,0.6654427647590637,0.7427436113357544,0.4755386710166931,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,relu,sgd,15
175,0.794569194316864,0.8260486721992493,0.37376904487609863,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,relu,sgd,15
176,0.8846004605293274,0.7355074882507324,0.3028119206428528,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,relu,sgd,15
177,0.7685088515281677,0.7778816223144531,0.3943082094192505,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,tanh,adam,15
178,0.4895792603492737,0.6101048588752747,0.6141434907913208,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,tanh,adam,15
179,4.5951924324035645,2.038818597793579,-2.621650218963623,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,tanh,adam,15
180,4.877361297607422,2.1298813819885254,-2.844038486480713,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,tanh,adam,15
181,0.5547534227371216,0.6541385650634766,0.5627772212028503,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,tanh,adam,15
182,0.6385259628295898,0.7078760862350464,0.4967527985572815,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,tanh,adam,15
183,6.556179523468018,2.442444086074829,-4.16718053817749,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,tanh,adam,15
184,6.99235200881958,2.553903341293335,-4.5109453201293945,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,tanh,adam,15
185,0.7681020498275757,0.7433659434318542,0.3946288824081421,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,tanh,sgd,15
186,0.9588226675987244,0.7818876504898071,0.24431449174880981,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,tanh,sgd,15
187,0.5491964817047119,0.6348190307617188,0.5671568512916565,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,tanh,sgd,15
188,0.42387232184410095,0.5569245219230652,0.6659296751022339,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,tanh,sgd,15
189,0.6962552070617676,0.7211777567863464,0.45125412940979004,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,tanh,sgd,15
190,0.7190084457397461,0.707862913608551,0.43332141637802124,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,tanh,sgd,15
191,0.5314847826957703,0.6074113845825195,0.5811160802841187,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,tanh,sgd,15
192,0.4640752971172333,0.600317656993866,0.6342442035675049,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,tanh,sgd,15
193,0.6814560890197754,0.6550173163414001,0.46291792392730713,"[16, 16, 8, 8]",0.2,0.001,0.0001,250,relu,adam,15
194,0.4918813109397888,0.49814319610595703,0.6123291850090027,"[16, 16, 8, 8]",0.2,0.001,1e-05,250,relu,adam,15
195,5.179219722747803,2.0172226428985596,-3.0819449424743652,"[16, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,adam,15
196,7.043097496032715,2.4743080139160156,-4.550939559936523,"[16, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,adam,15
197,0.4913748800754547,0.5688280463218689,0.6127283573150635,"[16, 16, 8, 8]",0.3,0.001,0.0001,250,relu,adam,15
198,0.563360869884491,0.605330765247345,0.5559933185577393,"[16, 16, 8, 8]",0.3,0.001,1e-05,250,relu,adam,15
199,6.915846824645996,2.400226354598999,-4.450648307800293,"[16, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,adam,15
200,9.33446216583252,2.8865411281585693,-6.356853008270264,"[16, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,adam,15
201,0.5545741319656372,0.6645094752311707,0.5629185438156128,"[16, 16, 8, 8]",0.2,0.001,0.0001,250,relu,sgd,15
202,0.5854935050010681,0.658547043800354,0.5385497808456421,"[16, 16, 8, 8]",0.2,0.001,1e-05,250,relu,sgd,15
203,0.8170968294143677,0.6995063424110413,0.3560141324996948,"[16, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,sgd,15
204,0.7305291891098022,0.6714924573898315,0.42424148321151733,"[16, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,sgd,15
205,0.6050952076911926,0.725694477558136,0.5231009125709534,"[16, 16, 8, 8]",0.3,0.001,0.0001,250,relu,sgd,15
206,0.814318835735321,0.7708571553230286,0.35820358991622925,"[16, 16, 8, 8]",0.3,0.001,1e-05,250,relu,sgd,15
207,0.9679417014122009,0.7871364951133728,0.237127423286438,"[16, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,sgd,15
208,0.8116947412490845,0.7676525115966797,0.36027175188064575,"[16, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,sgd,15
209,0.8165378570556641,0.7801135182380676,0.35645467042922974,"[16, 16, 8, 8]",0.2,0.001,0.0001,250,tanh,adam,15
210,0.6938859820365906,0.6883152723312378,0.4531214237213135,"[16, 16, 8, 8]",0.2,0.001,1e-05,250,tanh,adam,15
211,5.520733833312988,2.2360832691192627,-3.3511056900024414,"[16, 16, 8, 8]",0.2,0.0001,0.0001,250,tanh,adam,15
212,7.149161338806152,2.601013660430908,-4.634532451629639,"[16, 16, 8, 8]",0.2,0.0001,1e-05,250,tanh,adam,15
213,0.49291470646858215,0.6144303679466248,0.611514687538147,"[16, 16, 8, 8]",0.3,0.001,0.0001,250,tanh,adam,15
214,0.5848770141601562,0.6614953279495239,0.5390356779098511,"[16, 16, 8, 8]",0.3,0.001,1e-05,250,tanh,adam,15
215,4.970968723297119,2.113071918487549,-2.917814016342163,"[16, 16, 8, 8]",0.3,0.0001,0.0001,250,tanh,adam,15
216,4.910702228546143,2.0991711616516113,-2.8703157901763916,"[16, 16, 8, 8]",0.3,0.0001,1e-05,250,tanh,adam,15
217,0.8058711886405945,0.7447553277015686,0.36486148834228516,"[16, 16, 8, 8]",0.2,0.001,0.0001,250,tanh,sgd,15
218,0.6042479276657104,0.6366540193557739,0.5237686634063721,"[16, 16, 8, 8]",0.2,0.001,1e-05,250,tanh,sgd,15
219,0.3908650875091553,0.5211805105209351,0.6919440031051636,"[16, 16, 8, 8]",0.2,0.0001,0.0001,250,tanh,sgd,15
220,0.4170745015144348,0.5551043748855591,0.6712872982025146,"[16, 16, 8, 8]",0.2,0.0001,1e-05,250,tanh,sgd,15
221,0.4961394965648651,0.5759506225585938,0.6089731454849243,"[16, 16, 8, 8]",0.3,0.001,0.0001,250,tanh,sgd,15
222,0.7481606602668762,0.6846396327018738,0.4103454351425171,"[16, 16, 8, 8]",0.3,0.001,1e-05,250,tanh,sgd,15
223,0.43242713809013367,0.5182003378868103,0.6591873168945312,"[16, 16, 8, 8]",0.3,0.0001,0.0001,250,tanh,sgd,15
224,0.4341113567352295,0.5206194519996643,0.6578599214553833,"[16, 16, 8, 8]",0.3,0.0001,1e-05,250,tanh,sgd,15
225,0.7994981408119202,0.6872385740280151,0.3698843717575073,"[16, 16, 8, 8]",0.2,0.001,0.0001,350,relu,adam,15
226,0.5854521989822388,0.5175154805183411,0.5385823249816895,"[16, 16, 8, 8]",0.2,0.001,1e-05,350,relu,adam,15
227,7.265536785125732,2.5301852226257324,-4.726252555847168,"[16, 16, 8, 8]",0.2,0.0001,0.0001,350,relu,adam,15
228,6.174969673156738,2.3138394355773926,-3.866734504699707,"[16, 16, 8, 8]",0.2,0.0001,1e-05,350,relu,adam,15
229,0.6772844195365906,0.6037187576293945,0.4662057161331177,"[16, 16, 8, 8]",0.3,0.001,0.0001,350,relu,adam,15
230,0.5425659418106079,0.6071648001670837,0.5723826289176941,"[16, 16, 8, 8]",0.3,0.001,1e-05,350,relu,adam,15
231,7.035404205322266,2.4404349327087402,-4.5448760986328125,"[16, 16, 8, 8]",0.3,0.0001,0.0001,350,relu,adam,15
232,5.864976406097412,2.1922881603240967,-3.6224164962768555,"[16, 16, 8, 8]",0.3,0.0001,1e-05,350,relu,adam,15
233,0.6787428259849548,0.6715995073318481,0.4650563597679138,"[16, 16, 8, 8]",0.2,0.001,0.0001,350,relu,sgd,15
234,0.4729762077331543,0.6565518379211426,0.6272289752960205,"[16, 16, 8, 8]",0.2,0.001,1e-05,350,relu,sgd,15
235,0.3530706465244293,0.5034813284873962,0.7217313051223755,"[16, 16, 8, 8]",0.2,0.0001,0.0001,350,relu,sgd,15
236,0.41707977652549744,0.5132890939712524,0.6712831258773804,"[16, 16, 8, 8]",0.2,0.0001,1e-05,350,relu,sgd,15
237,0.7688847184181213,0.7886204123497009,0.3940119743347168,"[16, 16, 8, 8]",0.3,0.001,0.0001,350,relu,sgd,15
238,0.7850092649459839,0.8089216947555542,0.381303608417511,"[16, 16, 8, 8]",0.3,0.001,1e-05,350,relu,sgd,15
239,0.8127068877220154,0.7658268809318542,0.3594740629196167,"[16, 16, 8, 8]",0.3,0.0001,0.0001,350,relu,sgd,15
240,0.6605272889137268,0.6251000761985779,0.47941267490386963,"[16, 16, 8, 8]",0.3,0.0001,1e-05,350,relu,sgd,15
241,0.6716908812522888,0.714570939540863,0.4706142544746399,"[16, 16, 8, 8]",0.2,0.001,0.0001,350,tanh,adam,15
242,0.5219421982765198,0.6331672668457031,0.5886369943618774,"[16, 16, 8, 8]",0.2,0.001,1e-05,350,tanh,adam,15
243,5.3492255210876465,2.1960952281951904,-3.215933322906494,"[16, 16, 8, 8]",0.2,0.0001,0.0001,350,tanh,adam,15
244,5.904820919036865,2.2618844509124756,-3.6538195610046387,"[16, 16, 8, 8]",0.2,0.0001,1e-05,350,tanh,adam,15
245,0.6510977745056152,0.7039176225662231,0.4868444800376892,"[16, 16, 8, 8]",0.3,0.001,0.0001,350,tanh,adam,15
246,0.6056116819381714,0.6483011245727539,0.5226938724517822,"[16, 16, 8, 8]",0.3,0.001,1e-05,350,tanh,adam,15
247,5.211528778076172,2.129502296447754,-3.1074090003967285,"[16, 16, 8, 8]",0.3,0.0001,0.0001,350,tanh,adam,15
248,4.945937156677246,2.0864861011505127,-2.898085594177246,"[16, 16, 8, 8]",0.3,0.0001,1e-05,350,tanh,adam,15
249,0.7852218747138977,0.6990370154380798,0.38113605976104736,"[16, 16, 8, 8]",0.2,0.001,0.0001,350,tanh,sgd,15
250,0.9131461381912231,0.8215526938438416,0.2803139090538025,"[16, 16, 8, 8]",0.2,0.001,1e-05,350,tanh,sgd,15
251,0.5361902117729187,0.5849527716636658,0.5774075984954834,"[16, 16, 8, 8]",0.2,0.0001,0.0001,350,tanh,sgd,15
252,0.3994863033294678,0.513217031955719,0.6851493120193481,"[16, 16, 8, 8]",0.2,0.0001,1e-05,350,tanh,sgd,15
253,0.7705428004264832,0.7062699198722839,0.39270514249801636,"[16, 16, 8, 8]",0.3,0.001,0.0001,350,tanh,sgd,15
254,0.9000310897827148,0.7848204374313354,0.2906504273414612,"[16, 16, 8, 8]",0.3,0.001,1e-05,350,tanh,sgd,15
255,0.31243225932121277,0.4577971398830414,0.7537599802017212,"[16, 16, 8, 8]",0.3,0.0001,0.0001,350,tanh,sgd,15
256,0.550166666507721,0.6562679409980774,0.566392183303833,"[16, 16, 8, 8]",0.3,0.0001,1e-05,350,tanh,sgd,15
257,0.5260729789733887,0.6162024736404419,0.5853813886642456,"[16, 16, 8, 8]",0.2,0.001,0.0001,450,relu,adam,15
258,0.5187715888023376,0.5891498327255249,0.5911358594894409,"[16, 16, 8, 8]",0.2,0.001,1e-05,450,relu,adam,15
259,6.647647857666016,2.4037458896636963,-4.239270210266113,"[16, 16, 8, 8]",0.2,0.0001,0.0001,450,relu,adam,15
260,5.071810722351074,2.0337817668914795,-2.9972915649414062,"[16, 16, 8, 8]",0.2,0.0001,1e-05,450,relu,adam,15
261,0.5797215700149536,0.4971107840538025,0.5430988073348999,"[16, 16, 8, 8]",0.3,0.001,0.0001,450,relu,adam,15
262,0.24700592458248138,0.4097867012023926,0.8053250312805176,"[16, 16, 8, 8]",0.3,0.001,1e-05,450,relu,adam,15
263,5.199278354644775,1.9890128374099731,-3.0977535247802734,"[16, 16, 8, 8]",0.3,0.0001,0.0001,450,relu,adam,15
264,6.423286437988281,2.3409159183502197,-4.062442302703857,"[16, 16, 8, 8]",0.3,0.0001,1e-05,450,relu,adam,15
265,0.5619879364967346,0.6864038705825806,0.5570753812789917,"[16, 16, 8, 8]",0.2,0.001,0.0001,450,relu,sgd,15
266,0.584765613079071,0.6831516623497009,0.5391234159469604,"[16, 16, 8, 8]",0.2,0.001,1e-05,450,relu,sgd,15
267,0.4819490313529968,0.5827711820602417,0.6201571822166443,"[16, 16, 8, 8]",0.2,0.0001,0.0001,450,relu,sgd,15
268,0.6186063885688782,0.6937173008918762,0.512452244758606,"[16, 16, 8, 8]",0.2,0.0001,1e-05,450,relu,sgd,15
269,0.7619288563728333,0.8243661522865295,0.3994941711425781,"[16, 16, 8, 8]",0.3,0.001,0.0001,450,relu,sgd,15
270,0.643100917339325,0.7608657479286194,0.493147075176239,"[16, 16, 8, 8]",0.3,0.001,1e-05,450,relu,sgd,15
271,1.252947211265564,0.9142650961875916,0.012503445148468018,"[16, 16, 8, 8]",0.3,0.0001,0.0001,450,relu,sgd,15
272,0.3507428765296936,0.4696462154388428,0.7235658764839172,"[16, 16, 8, 8]",0.3,0.0001,1e-05,450,relu,sgd,15
273,0.8543335199356079,0.8312278985977173,0.3266664743423462,"[16, 16, 8, 8]",0.2,0.001,0.0001,450,tanh,adam,15
274,0.8090803027153015,0.8005545735359192,0.362332284450531,"[16, 16, 8, 8]",0.2,0.001,1e-05,450,tanh,adam,15
275,4.731632709503174,2.086934804916382,-2.729184150695801,"[16, 16, 8, 8]",0.2,0.0001,0.0001,450,tanh,adam,15
276,5.862064838409424,2.2942728996276855,-3.620121955871582,"[16, 16, 8, 8]",0.2,0.0001,1e-05,450,tanh,adam,15
277,0.6439450979232788,0.7045775651931763,0.4924817681312561,"[16, 16, 8, 8]",0.3,0.001,0.0001,450,tanh,adam,15
278,0.7145851850509644,0.7521300315856934,0.4368075728416443,"[16, 16, 8, 8]",0.3,0.001,1e-05,450,tanh,adam,15
279,6.192809104919434,2.402019500732422,-3.880794048309326,"[16, 16, 8, 8]",0.3,0.0001,0.0001,450,tanh,adam,15
280,4.957289218902588,2.105722665786743,-2.9070327281951904,"[16, 16, 8, 8]",0.3,0.0001,1e-05,450,tanh,adam,15
281,0.6570720076560974,0.6757513284683228,0.48213595151901245,"[16, 16, 8, 8]",0.2,0.001,0.0001,450,tanh,sgd,15
282,0.9748782515525818,0.8479857444763184,0.23166048526763916,"[16, 16, 8, 8]",0.2,0.001,1e-05,450,tanh,sgd,15
283,0.33935022354125977,0.4857126772403717,0.7325448989868164,"[16, 16, 8, 8]",0.2,0.0001,0.0001,450,tanh,sgd,15
284,0.49886175990104675,0.5641953349113464,0.6068276166915894,"[16, 16, 8, 8]",0.2,0.0001,1e-05,450,tanh,sgd,15
285,0.6406995058059692,0.6902788281440735,0.49503976106643677,"[16, 16, 8, 8]",0.3,0.001,0.0001,450,tanh,sgd,15
286,0.5776532888412476,0.6172934174537659,0.5447289347648621,"[16, 16, 8, 8]",0.3,0.001,1e-05,450,tanh,sgd,15
287,0.43549373745918274,0.5745221972465515,0.6567704081535339,"[16, 16, 8, 8]",0.3,0.0001,0.0001,450,tanh,sgd,15
288,0.4454655647277832,0.5505890846252441,0.6489112377166748,"[16, 16, 8, 8]",0.3,0.0001,1e-05,450,tanh,sgd,15
